locationid,location,parameter,value,dateutc,datelocal,unit,latitude,longitude,country,city,ismobile,isanalysis,entity,sensortype
221512,Harbour Terrace-1,pm1,6.466666666666666,2023-12-06T01:00:00+00:00,2023-12-05T20:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,62.333333333333336,2023-12-06T01:00:00+00:00,2023-12-05T20:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.003333333,2023-12-06T01:00:00+00:00,2023-12-05T20:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.0,2023-12-06T01:00:00+00:00,2023-12-05T20:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,40.0,2023-12-06T01:00:00+00:00,2023-12-05T20:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,12.133333333333336,2023-12-06T01:00:00+00:00,2023-12-05T20:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.7200000000000001,2023-12-06T01:00:00+00:00,2023-12-05T20:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,11.3,2023-12-06T01:00:00+00:00,2023-12-05T20:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.6038461538461538,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,9.830769230769231,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,60.76923076923077,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,40.92307692307692,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,9.092307692307692,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,11.112307692307692,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.0,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um005,3.0707692307692307,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.000769231,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pressure,1006.4215384615386,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.044615385,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,5.453846153846153,2023-12-06T00:00:00+00:00,2023-12-05T19:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,10.399090909090908,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,9.027272727,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,8.227272727272727,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.000909091,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
